window,i_start,i_end,depth,mean_soc,count
10-90%,4005,4006,0.17298757004816384,0.8135062149759181,1.0
10-90%,4007,4013,0.39801651713187985,0.7009917414340601,1.0
10-90%,3982,4003,0.8000000000000003,0.5000000000000001,0.5
10-90%,4015,4023,0.8,0.5,1.0
10-90%,4031,4037,0.20886648973759614,0.204433244868798,1.0
10-90%,4039,4049,0.8,0.5,1.0
10-90%,4051,4059,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,4060,4062,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,4003,4065,0.8000000000000003,0.5000000000000001,0.5
10-90%,4078,4085,0.10660349724093426,0.8466982513795329,1.0
10-90%,4065,4076,0.8000000000000003,0.5000000000000001,0.5
10-90%,4076,4087,0.8000000000000003,0.5000000000000001,0.5
10-90%,4087,4098,0.8000000000000003,0.5000000000000001,0.5
10-90%,4100,4101,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,4109,4113,0.8,0.5,1.0
10-90%,4102,4121,0.8,0.5,1.0
10-90%,4133,4138,0.8,0.5,1.0
10-90%,4148,4169,0.5030431491252884,0.3515215745626442,1.0
10-90%,4123,4145,0.8,0.5,1.0
10-90%,4175,4181,0.8,0.5,1.0
10-90%,4187,4190,0.1539392307945773,0.5,1.0
10-90%,4098,4183,0.8000000000000003,0.5000000000000001,0.5
10-90%,4195,4197,0.7672308480415763,0.5163845759792121,1.0
10-90%,4183,4218,0.8000000000000003,0.5000000000000001,0.5
10-90%,4218,4221,0.8000000000000003,0.5000000000000001,0.5
10-90%,4244,4245,0.10549761861324432,0.847251190693378,1.0
10-90%,4254,4256,0.3728134882157317,0.7135932558921344,1.0
10-90%,4269,4278,0.2482848044388075,0.5,1.0
10-90%,4221,4265,0.8000000000000003,0.5000000000000001,0.5
10-90%,4265,4279,0.8000000000000003,0.5000000000000001,0.5
10-90%,4296,4312,0.3051772769286788,0.2525886384643394,1.0
10-90%,4279,4289,0.8000000000000003,0.5000000000000001,0.5
10-90%,4321,4322,1.8947806286936006e-16,0.6905134908663413,1.0
10-90%,4289,4315,0.8000000000000003,0.5000000000000001,0.5
10-90%,4327,4337,0.5241424022194036,0.6379287988902982,1.0
10-90%,4345,4346,2.842170943040401e-16,0.502104384201128,1.0
10-90%,4326,4341,0.8000000000000002,0.5000000000000001,1.0
10-90%,4315,4349,0.8000000000000003,0.5000000000000001,0.5
10-90%,4351,4352,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,4362,4363,0.39697978939705014,0.701510105301475,1.0
10-90%,4353,4364,0.8,0.5,1.0
10-90%,4380,4381,1.8947806286936006e-16,0.5769696153972885,1.0
10-90%,4373,4379,0.5241424022194038,0.3620712011097019,1.0
10-90%,4349,4369,0.8000000000000003,0.5000000000000001,0.5
10-90%,4369,4386,0.8000000000000003,0.5000000000000001,0.5
10-90%,4398,4399,1.8947806286936006e-16,0.3333374339758006,1.0
10-90%,4386,4388,0.8000000000000003,0.5000000000000001,0.5
10-90%,4411,4414,0.6368140654860145,0.5815929672569929,1.0
10-90%,4388,4421,0.8000000000000003,0.5000000000000001,0.5
10-90%,4423,4426,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,4421,4427,0.8000000000000003,0.5000000000000001,0.5
10-90%,4433,4434,1.8947806286936006e-16,0.9,1.0
10-90%,4441,4442,4.7369515717340015e-17,0.14621751458788662,1.0
10-90%,4440,4445,0.8,0.5,1.0
10-90%,4427,4435,0.8000000000000003,0.5000000000000001,0.5
10-90%,4435,4449,0.8000000000000003,0.5000000000000001,0.5
10-90%,4460,4462,0.4517034158570556,0.6741482920714722,1.0
10-90%,4464,4469,0.8,0.5,1.0
10-90%,4456,4476,0.8000000000000002,0.5000000000000001,1.0
10-90%,4449,4481,0.8000000000000003,0.5000000000000001,0.5
10-90%,4493,4501,0.8,0.5,1.0
10-90%,4505,4514,0.8,0.5,1.0
10-90%,4481,4486,0.8000000000000003,0.5000000000000001,0.5
10-90%,4517,4523,0.793097304739201,0.5034513476303997,1.0
10-90%,4486,4528,0.8000000000000003,0.5000000000000001,0.5
10-90%,4541,4548,0.47696961539728866,0.3384848076986443,1.0
10-90%,4567,4568,2.842170943040401e-16,0.8080143087595576,1.0
10-90%,4565,4570,0.8,0.5,1.0
10-90%,4528,4535,0.8000000000000003,0.5000000000000001,0.5
10-90%,4535,4579,0.8000000000000003,0.5000000000000001,0.5
10-90%,4579,4581,0.8000000000000003,0.5000000000000001,0.5
10-90%,4595,4601,0.230669182273568,0.784665408863216,1.0
10-90%,4581,4590,0.8000000000000003,0.5000000000000001,0.5
10-90%,4605,4612,0.5185850150350435,0.3592925075175216,1.0
10-90%,4590,4614,0.8000000000000003,0.5000000000000001,0.5
10-90%,4614,4626,0.8000000000000003,0.5000000000000001,0.5
10-90%,4630,4631,4.7369515717340015e-17,0.16376285458182702,1.0
10-90%,4626,4628,0.8000000000000003,0.5000000000000001,0.5
10-90%,4628,4637,0.8000000000000003,0.5000000000000001,0.5
10-90%,4637,4639,0.8000000000000003,0.5000000000000001,0.5
10-90%,4653,4655,0.1343449201170853,0.8328275399414575,1.0
10-90%,4639,4661,0.8000000000000003,0.5000000000000001,0.5
10-90%,4661,4664,0.8000000000000003,0.5000000000000001,0.5
10-90%,4692,4696,0.3730377978606334,0.7134811010696832,1.0
10-90%,4697,4698,0.436379781932429,0.6818101090337856,1.0
10-90%,4664,4683,0.8000000000000003,0.5000000000000001,0.5
10-90%,4700,4704,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,4705,4721,0.8,0.5,1.0
10-90%,4727,4729,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,4730,4731,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,4732,4745,0.8,0.5,1.0
10-90%,4750,4756,0.8,0.5,1.0
10-90%,4759,4760,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,4761,4769,0.8,0.5,1.0
10-90%,4771,4793,0.6803960944262942,0.440198047213147,1.0
10-90%,4806,4809,0.8,0.5,1.0
10-90%,4683,4801,0.8000000000000003,0.5000000000000001,0.5
10-90%,4816,4817,0.27938045985612614,0.7603097700719369,1.0
10-90%,4821,4829,0.8,0.5,1.0
10-90%,4801,4815,0.8000000000000003,0.5000000000000001,0.5
10-90%,4831,4840,0.693380060842007,0.4466900304210034,1.0
10-90%,4852,4859,0.8,0.5,1.0
10-90%,4846,4864,0.8,0.5,1.0
10-90%,4868,4871,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,4872,4875,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,4815,4880,0.8000000000000003,0.5000000000000001,0.5
10-90%,4893,4894,0.15284456241077257,0.4522798789859825,1.0
10-90%,4880,4891,0.8000000000000003,0.5000000000000001,0.5
10-90%,4891,4895,0.8000000000000003,0.5000000000000001,0.5
10-90%,4895,4914,0.8000000000000003,0.5000000000000001,0.5
10-90%,4919,4923,0.34664882328825813,0.2733244116441291,1.0
10-90%,4926,4929,0.8,0.5,1.0
10-90%,4914,4917,0.8000000000000003,0.5000000000000001,0.5
10-90%,4942,4946,0.3659632675458739,0.28298163377293695,1.0
10-90%,4947,4948,0.47696961539728866,0.3384848076986443,1.0
10-90%,4917,4938,0.8000000000000003,0.5000000000000001,0.5
10-90%,4938,4957,0.8000000000000003,0.5000000000000001,0.5
10-90%,4984,4986,0.47696961539728866,0.6615151923013557,1.0
10-90%,4990,4993,0.21850878675273197,0.5801935549215874,1.0
10-90%,5000,5001,3.789561257387201e-16,0.6494190689369778,1.0
10-90%,4996,4997,0.5241424022194038,0.6379287988902981,1.0
10-90%,4959,4989,0.6875216670993354,0.5562391664503324,1.0
10-90%,4957,5009,0.8000000000000003,0.5000000000000001,0.5
10-90%,5012,5021,0.19917842331032512,0.19958921165516247,1.0
10-90%,5035,5058,0.7035735812158481,0.4517867906079239,1.0
10-90%,5009,5061,0.8000000000000003,0.5000000000000001,0.5
10-90%,5061,5083,0.8000000000000003,0.5000000000000001,0.5
10-90%,5083,5085,0.8000000000000003,0.5000000000000001,0.5
10-90%,5085,5093,0.8000000000000003,0.5000000000000001,0.5
10-90%,5093,5098,0.8000000000000003,0.5000000000000001,0.5
10-90%,5098,5106,0.8000000000000003,0.5000000000000001,0.5
10-90%,5123,5125,0.039956418845243036,0.443008594025333,1.0
10-90%,5117,5122,0.6059465036347911,0.4029732518173955,1.0
10-90%,5106,5108,0.8000000000000003,0.5000000000000001,0.5
10-90%,5139,5142,0.13974832748292712,0.4572753657344804,1.0
10-90%,5108,5126,0.8000000000000003,0.5000000000000001,0.5
10-90%,5148,5149,1.8947806286936006e-16,0.4230303846027114,1.0
10-90%,5126,5146,0.8000000000000003,0.5000000000000001,0.5
10-90%,5157,5164,0.7668025816339462,0.48340129081697314,1.0
10-90%,5169,5177,0.8,0.5,1.0
10-90%,5146,5154,0.8000000000000003,0.5000000000000001,0.5
10-90%,5182,5183,1.4210854715202004e-16,0.24758311314528175,1.0
10-90%,5154,5180,0.8000000000000003,0.5000000000000001,0.5
10-90%,5180,5189,0.8000000000000003,0.5000000000000001,0.5
10-90%,5189,5192,0.8000000000000003,0.5000000000000001,0.5
10-90%,5207,5212,0.4650008677665908,0.6555308184860068,1.0
10-90%,5205,5213,0.8,0.5,1.0
10-90%,5192,5202,0.8000000000000003,0.5000000000000001,0.5
10-90%,5202,5219,0.8000000000000003,0.5000000000000001,0.5
10-90%,5219,5226,0.8000000000000003,0.5000000000000001,0.5
10-90%,5228,5234,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,5226,5237,0.8000000000000003,0.5000000000000001,0.5
10-90%,5261,5264,0.4120452776010316,0.6592240419061204,1.0
10-90%,5253,5273,0.5241424022194038,0.6379287988902981,1.0
10-90%,5237,5250,0.8000000000000003,0.5000000000000001,0.5
10-90%,5298,5299,2.842170943040401e-16,0.682167293728649,1.0
10-90%,5345,5347,0.12288263093423059,0.8385586845328847,1.0
10-90%,5250,5275,0.8000000000000003,0.5000000000000001,0.5
10-90%,5373,5392,0.5340500455343525,0.3670250227671763,1.0
10-90%,5275,5358,0.8000000000000003,0.5000000000000001,0.5
10-90%,5396,5402,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,5358,5404,0.8000000000000003,0.5000000000000001,0.5
10-90%,5404,5418,0.8000000000000003,0.5000000000000001,0.5
10-90%,5418,5420,0.8000000000000003,0.5000000000000001,0.5
10-90%,5430,5432,0.5347399102124437,0.6326300448937784,1.0
10-90%,5420,5442,0.8000000000000003,0.5000000000000001,0.5
10-90%,5442,5444,0.8000000000000003,0.5000000000000001,0.5
10-90%,5457,5465,0.6240440225144226,0.5879779887427887,1.0
10-90%,5478,5481,4.736951571734001e-16,0.7340509261755902,1.0
10-90%,5453,5468,0.7350891746504593,0.5324554126747705,1.0
10-90%,5444,5489,0.8000000000000003,0.5000000000000001,0.5
10-90%,5501,5506,0.022047063973339883,0.8103953538644266,1.0
10-90%,5489,5491,0.8000000000000003,0.5000000000000001,0.5
10-90%,5491,5513,0.8000000000000003,0.5000000000000001,0.5
10-90%,5515,5526,0.29356341673554937,0.24678170836777458,1.0
10-90%,5530,5536,0.02277951324341514,0.11138975662170748,1.0
10-90%,5540,5541,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,5552,5553,9.473903143468003e-17,0.2835358171611852,1.0
10-90%,5513,5542,0.8000000000000003,0.5000000000000001,0.5
10-90%,5542,5562,0.8000000000000003,0.5000000000000001,0.5
10-90%,5564,5572,0.5098712965688572,0.35493564828442853,1.0
10-90%,5562,5573,0.8000000000000003,0.5000000000000001,0.5
10-90%,5589,5609,0.15941253546535905,0.8202937322673205,1.0
10-90%,5573,5586,0.8000000000000003,0.5000000000000001,0.5
10-90%,5611,5613,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,5586,5614,0.8000000000000003,0.5000000000000001,0.5
10-90%,5614,5621,0.8000000000000003,0.5000000000000001,0.5
10-90%,5621,5624,0.8000000000000003,0.5000000000000001,0.5
10-90%,5624,5633,0.8000000000000003,0.5000000000000001,0.5
10-90%,5635,5639,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,5633,5640,0.8000000000000003,0.5000000000000001,0.5
10-90%,5645,5650,0.8000000000000002,0.5000000000000001,1.0
10-90%,5640,5657,0.8000000000000003,0.5000000000000001,0.5
10-90%,5659,5669,0.8,0.5,1.0
10-90%,5657,5671,0.8000000000000003,0.5000000000000001,0.5
10-90%,5671,5681,0.8000000000000003,0.5000000000000001,0.5
10-90%,5681,5683,0.8000000000000003,0.5000000000000001,0.5
10-90%,5683,5694,0.8000000000000003,0.5000000000000001,0.5
10-90%,5699,5703,0.11953578605287532,0.15976789302643757,1.0
10-90%,5694,5708,0.8000000000000003,0.5000000000000001,0.5
10-90%,5708,5718,0.8000000000000003,0.5000000000000001,0.5
10-90%,5718,5720,0.8000000000000003,0.5000000000000001,0.5
10-90%,5720,5729,0.8000000000000003,0.5000000000000001,0.5
10-90%,5732,5733,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,5734,5740,0.15372671015570621,0.176863355077853,1.0
10-90%,5743,5753,0.8,0.5,1.0
10-90%,5755,5757,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,5765,5769,0.8,0.5,1.0
10-90%,5729,5758,0.8000000000000003,0.5000000000000001,0.5
10-90%,5758,5777,0.8000000000000003,0.5000000000000001,0.5
10-90%,5777,5779,0.8000000000000003,0.5000000000000001,0.5
10-90%,5790,5792,0.048209386286546495,0.8758953068567269,1.0
10-90%,5779,5800,0.8000000000000003,0.5000000000000001,0.5
10-90%,5802,5813,0.8,0.5,1.0
10-90%,5827,5849,0.4466298111753041,0.40082749663175166,1.0
10-90%,5815,5824,0.7265377022668864,0.4632688511334431,1.0
10-90%,5863,5873,0.44738602178221726,0.4004493913282951,1.0
10-90%,5850,5860,0.7485333762686431,0.47426668813432155,1.0
10-90%,5879,5882,0.401924855821298,0.6981373875415191,1.0
10-90%,5800,5874,0.8000000000000003,0.5000000000000001,0.5
10-90%,5884,5885,1.8947806286936006e-16,0.9,1.0
10-90%,5890,5897,0.8,0.5,1.0
10-90%,5904,5909,0.5241424022194037,0.36207120110970187,1.0
10-90%,5874,5886,0.8000000000000003,0.5000000000000001,0.5
10-90%,5886,5910,0.8000000000000003,0.5000000000000001,0.5
10-90%,5910,5921,0.8000000000000003,0.5000000000000001,0.5
10-90%,5923,5933,0.8,0.5,1.0
10-90%,5944,5949,0.8,0.5,1.0
10-90%,5921,5935,0.8000000000000003,0.5000000000000001,0.5
10-90%,5952,5962,0.8000000000000002,0.5000000000000001,1.0
10-90%,5935,5968,0.8000000000000003,0.5000000000000001,0.5
10-90%,5968,5971,0.8000000000000003,0.5000000000000001,0.5
10-90%,5971,5981,0.8000000000000003,0.5000000000000001,0.5
10-90%,5981,5983,0.8000000000000003,0.5000000000000001,0.5
10-90%,5983,5993,0.8000000000000003,0.5000000000000001,0.5
10-90%,5995,5997,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,5993,5998,0.8000000000000003,0.5000000000000001,0.5
10-90%,5998,6005,0.8000000000000003,0.5000000000000001,0.5
10-90%,6008,6009,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,6005,6010,0.8000000000000003,0.5000000000000001,0.5
10-90%,6010,6016,0.8000000000000003,0.5000000000000001,0.5
10-90%,6016,6022,0.8000000000000003,0.5000000000000001,0.5
10-90%,6030,6031,0.20701057465799078,0.7964947126710048,1.0
10-90%,6022,6041,0.8000000000000003,0.5000000000000001,0.5
10-90%,6041,6046,0.8000000000000003,0.5000000000000001,0.5
10-90%,6055,6058,0.26950302382547503,0.7652484880872628,1.0
10-90%,6068,6089,0.48463986121077124,0.6576800693946144,1.0
10-90%,6046,6065,0.8000000000000003,0.5000000000000001,0.5
10-90%,6091,6101,0.14436265726226713,0.17218132863113347,1.0
10-90%,6065,6103,0.8000000000000003,0.5000000000000001,0.5
10-90%,6119,6120,1.8947806286936006e-16,0.5769696153972885,1.0
10-90%,6112,6118,0.8000000000000002,0.5000000000000001,1.0
10-90%,6103,6123,0.8000000000000003,0.5000000000000001,0.5
10-90%,6123,6129,0.8000000000000003,0.5000000000000001,0.5
10-90%,6129,6150,0.8000000000000003,0.5000000000000001,0.5
10-90%,6154,6158,0.7956059115179707,0.4978029557589853,1.0
10-90%,6166,6192,0.25799032814208306,0.22899516407104153,1.0
10-90%,6197,6201,0.8,0.5,1.0
10-90%,6217,6218,0.3986330611073156,0.37765308484363086,1.0
10-90%,6209,6216,0.8,0.5,1.0
10-90%,6150,6163,0.8000000000000003,0.5000000000000001,0.5
10-90%,6163,6221,0.8000000000000003,0.5000000000000001,0.5
10-90%,6230,6240,0.6852178611178394,0.44260893055891976,1.0
10-90%,6247,6248,1.4210854715202004e-16,0.3909042860360886,1.0
10-90%,6224,6246,0.8,0.5,1.0
10-90%,6257,6262,0.8,0.5,1.0
10-90%,6221,6250,0.8000000000000003,0.5000000000000001,0.5
10-90%,6270,6271,0.23963906910629315,0.7801804654468536,1.0
10-90%,6281,6283,0.8000000000000002,0.5000000000000001,1.0
10-90%,6296,6305,0.05483891439464126,0.8725805428026793,1.0
10-90%,6317,6323,0.05480004980324357,0.489117087265279,1.0
10-90%,6307,6329,0.2482848044388075,0.5,1.0
10-90%,6250,6294,0.8000000000000003,0.5000000000000001,0.5
10-90%,6341,6344,0.6080526356910031,0.4040263178455015,1.0
10-90%,6294,6330,0.8000000000000003,0.5000000000000001,0.5
10-90%,6353,6360,0.8000000000000002,0.5000000000000001,1.0
10-90%,6365,6370,0.8000000000000002,0.5000000000000001,1.0
10-90%,6330,6376,0.8000000000000003,0.5000000000000001,0.5
10-90%,6378,6399,0.6244123528970209,0.4122061764485104,1.0
10-90%,6376,6402,0.8000000000000003,0.5000000000000001,0.5
10-90%,6402,6425,0.8000000000000003,0.5000000000000001,0.5
10-90%,6436,6442,0.8,0.5,1.0
10-90%,6425,6427,0.8000000000000003,0.5000000000000001,0.5
10-90%,6449,6452,0.8000000000000002,0.5000000000000001,1.0
10-90%,6464,6473,0.3505588671151447,0.5511370313381686,1.0
10-90%,6462,6474,0.6822621874329559,0.5588689062835223,1.0
10-90%,6487,6496,0.0846389673003382,0.8576805163498309,1.0
10-90%,6427,6486,0.8000000000000003,0.5000000000000001,0.5
10-90%,6509,6514,0.8,0.5,1.0
10-90%,6520,6527,0.8,0.5,1.0
10-90%,6539,6544,0.7740923524898164,0.4870461762449082,1.0
10-90%,6533,6555,0.8,0.5,1.0
10-90%,6560,6564,0.8,0.5,1.0
10-90%,6486,6498,0.8000000000000003,0.5000000000000001,0.5
10-90%,6569,6576,0.8000000000000002,0.5000000000000001,1.0
10-90%,6590,6598,0.608287119064719,0.5958564404676405,1.0
10-90%,6586,6605,0.8,0.5,1.0
10-90%,6611,6612,0.1539392307945773,0.5,1.0
10-90%,6610,6616,0.8,0.5,1.0
10-90%,6498,6580,0.8000000000000003,0.5000000000000001,0.5
10-90%,6636,6637,0.00017264283570464538,0.1000863214178523,1.0
10-90%,6646,6647,0.008896802544072102,0.10444840127203603,1.0
10-90%,6618,6629,0.8,0.5,1.0
10-90%,6669,6673,0.32259571612124927,0.2612978580606246,1.0
10-90%,6580,6650,0.8000000000000003,0.5000000000000001,0.5
10-90%,6736,6737,0.19697361040213412,0.8015131947989329,1.0
10-90%,6722,6732,0.8000000000000002,0.5000000000000001,1.0
10-90%,6743,6744,1.8947806286936006e-16,0.9,1.0
10-90%,6756,6757,9.473903143468003e-17,0.5355209444930247,1.0
10-90%,6747,6755,0.8000000000000002,0.5000000000000001,1.0
10-90%,6766,6768,1.8947806286936006e-16,0.5769696153972885,1.0
10-90%,6765,6773,0.8,0.5,1.0
10-90%,6779,6784,0.8,0.5,1.0
10-90%,6760,6792,0.8000000000000002,0.5000000000000001,1.0
10-90%,6802,6808,0.8,0.5,1.0
10-90%,6814,6821,0.8,0.5,1.0
10-90%,6829,6830,5.684341886080802e-16,0.8634049882543086,1.0
10-90%,6826,6832,0.8,0.5,1.0
10-90%,6794,6840,0.8000000000000002,0.5000000000000001,1.0
10-90%,6846,6850,0.76629247935277,0.5168537603236152,1.0
10-90%,6862,6869,0.006282676530003642,0.8968586617349983,1.0
10-90%,6650,6857,0.8000000000000003,0.5000000000000001,0.5
10-90%,6857,6871,0.8000000000000003,0.5000000000000001,0.5
10-90%,6871,6880,0.8000000000000003,0.5000000000000001,0.5
10-90%,6882,6883,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,6884,6894,0.8,0.5,1.0
10-90%,6896,6902,0.7519761334406474,0.47598806672032357,1.0
10-90%,6916,6917,2.3684757858670008e-17,0.10659818268617169,1.0
10-90%,6914,6923,0.6290902427149774,0.41454512135748867,1.0
10-90%,6931,6935,0.6101589515623386,0.5949205242188307,1.0
10-90%,6880,6909,0.8000000000000003,0.5000000000000001,0.5
10-90%,6909,6942,0.8000000000000003,0.5000000000000001,0.5
10-90%,6959,6963,0.1497142401524933,0.1748571200762466,1.0
10-90%,6971,6972,0.1539392307945773,0.5,1.0
10-90%,6951,6970,0.8,0.5,1.0
10-90%,6942,6945,0.8000000000000003,0.5000000000000001,0.5
10-90%,6981,6989,0.8,0.5,1.0
10-90%,6991,7000,0.09274791382397313,0.14637395691198654,1.0
10-90%,6945,6976,0.8000000000000003,0.5000000000000001,0.5
10-90%,7001,7003,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,7004,7013,0.8,0.5,1.0
10-90%,7016,7022,0.20281126164569324,0.20140563082284652,1.0
10-90%,7027,7029,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,6976,7030,0.8000000000000003,0.5000000000000001,0.5
10-90%,7038,7042,0.5572244257815528,0.6213877871092237,1.0
10-90%,7053,7072,0.8,0.5,1.0
10-90%,7030,7048,0.8000000000000003,0.5000000000000001,0.5
10-90%,7048,7074,0.8000000000000003,0.5000000000000001,0.5
10-90%,7088,7097,0.42924854865558076,0.4095181278916134,1.0
10-90%,7086,7105,0.8000000000000002,0.5000000000000001,1.0
10-90%,7074,7110,0.8000000000000003,0.5000000000000001,0.5
10-90%,7116,7126,0.03919948619776103,0.1195997430988805,1.0
10-90%,7110,7112,0.8000000000000003,0.5000000000000001,0.5
10-90%,7139,7144,0.8,0.5,1.0
10-90%,7150,7157,0.8,0.5,1.0
10-90%,7112,7134,0.8000000000000003,0.5000000000000001,0.5
10-90%,7167,7168,2.842170943040401e-16,0.8416325912615392,1.0
10-90%,7166,7173,0.8,0.5,1.0
10-90%,7134,7159,0.8000000000000003,0.5000000000000001,0.5
10-90%,7186,7191,0.8,0.5,1.0
10-90%,7159,7177,0.8000000000000003,0.5000000000000001,0.5
10-90%,7200,7201,1.8947806286936006e-16,0.5769696153972885,1.0
10-90%,7193,7205,0.8,0.5,1.0
10-90%,7177,7208,0.8000000000000003,0.5000000000000001,0.5
10-90%,7222,7227,1.8947806286936006e-16,0.5769696153972885,1.0
10-90%,7221,7229,0.8,0.5,1.0
10-90%,7208,7216,0.8000000000000003,0.5000000000000001,0.5
10-90%,7240,7245,0.8,0.5,1.0
10-90%,7216,7232,0.8000000000000003,0.5000000000000001,0.5
10-90%,7232,7254,0.8000000000000003,0.5000000000000001,0.5
10-90%,7254,7256,0.8000000000000003,0.5000000000000001,0.5
10-90%,7271,7272,4.7369515717340015e-17,0.17093274259558403,1.0
10-90%,7270,7278,0.8,0.5,1.0
10-90%,7256,7265,0.8000000000000003,0.5000000000000001,0.5
10-90%,7265,7280,0.8000000000000003,0.5000000000000001,0.5
10-90%,7280,7288,0.8000000000000003,0.5000000000000001,0.5
10-90%,7301,7321,0.04917951165380617,0.12458975582690304,1.0
10-90%,7325,7330,0.23670888657873443,0.7816455567106328,1.0
10-90%,7288,7290,0.8000000000000003,0.5000000000000001,0.5
10-90%,7368,7369,2.842170943040401e-16,0.7913061013630397,1.0
10-90%,7362,7367,0.5856635140342489,0.6071682429828755,1.0
10-90%,7345,7374,0.8,0.5,1.0
10-90%,7290,7336,0.8000000000000003,0.5000000000000001,0.5
10-90%,7392,7394,0.47696961539728866,0.3384848076986443,1.0
10-90%,7336,7378,0.8000000000000003,0.5000000000000001,0.5
10-90%,7378,7399,0.8000000000000003,0.5000000000000001,0.5
10-90%,7399,7401,0.8000000000000003,0.5000000000000001,0.5
10-90%,7401,7408,0.8000000000000003,0.5000000000000001,0.5
10-90%,7408,7412,0.8000000000000003,0.5000000000000001,0.5
10-90%,7429,7432,0.05652419597466559,0.1282620979873328,1.0
10-90%,7448,7450,0.00013990482413021255,0.8999300475879348,1.0
10-90%,7439,7456,0.8,0.5,1.0
10-90%,7412,7419,0.8000000000000003,0.5000000000000001,0.5
10-90%,7468,7489,0.8,0.5,1.0
10-90%,7419,7461,0.8000000000000003,0.5000000000000001,0.5
10-90%,7491,7497,1.8947806286936006e-16,0.9,1.0
10-90%,7513,7518,0.8,0.5,1.0
10-90%,7499,7538,0.8000000000000002,0.5000000000000001,1.0
10-90%,7566,7569,0.7885440340574055,0.5057279829712975,1.0
10-90%,7461,7575,0.8000000000000003,0.5000000000000001,0.5
10-90%,7591,7592,2.3684757858670006e-16,0.3888563174966139,1.0
10-90%,7600,7610,0.8,0.5,1.0
10-90%,7614,7617,0.8,0.5,1.0
10-90%,7575,7583,0.8000000000000003,0.5000000000000001,0.5
10-90%,7628,7629,0.47696961539728866,0.3384848076986443,1.0
10-90%,7583,7624,0.8000000000000003,0.5000000000000001,0.5
10-90%,7638,7639,0.2482848044388076,0.5,1.0
10-90%,7630,7637,0.8,0.5,1.0
10-90%,7648,7682,0.041458842671964174,0.12072942133598207,1.0
10-90%,7624,7641,0.8000000000000003,0.5000000000000001,0.5
10-90%,7684,7715,1.8947806286936006e-16,0.9,1.0
10-90%,7716,7718,1.8947806286936006e-16,0.9,1.0
10-90%,7719,7723,0.7223989185517635,0.5388005407241184,1.0
10-90%,7728,7729,1.8947806286936006e-16,0.9,1.0
10-90%,7730,7735,1.8947806286936006e-16,0.9,1.0
10-90%,7737,7744,0.5241424022194036,0.6379287988902982,1.0
10-90%,7641,7736,0.8000000000000003,0.5000000000000001,0.5
10-90%,7746,7750,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,7751,7752,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,7736,7753,0.8000000000000003,0.5000000000000001,0.5
10-90%,7764,7771,0.5404842307405144,0.629757884629743,1.0
10-90%,7785,7786,1.8947806286936006e-16,0.9,1.0
10-90%,7753,7791,0.8000000000000003,0.5000000000000001,0.5
10-90%,7793,7806,0.8,0.5,1.0
10-90%,7791,7817,0.8000000000000003,0.5000000000000001,0.5
10-90%,7836,7837,1.8947806286936006e-16,0.9,1.0
10-90%,7817,7838,0.8000000000000003,0.5000000000000001,0.5
10-90%,7841,7844,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,7847,7848,0.0869974600685424,0.5334708853630175,1.0
10-90%,7838,7845,0.8000000000000003,0.5000000000000001,0.5
10-90%,7855,7860,0.4847261546552223,0.657636922672389,1.0
10-90%,7845,7863,0.8000000000000003,0.5000000000000001,0.5
10-90%,7865,7870,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,7878,7883,0.47696961539728866,0.6615151923013557,1.0
10-90%,7863,7872,0.8000000000000003,0.5000000000000001,0.5
10-90%,7872,7888,0.8000000000000003,0.5000000000000001,0.5
10-90%,7890,7892,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,7888,7893,0.8000000000000003,0.5000000000000001,0.5
10-90%,7904,7906,0.3858674302162325,0.707066284891884,1.0
10-90%,7912,7922,0.8000000000000002,0.5000000000000001,1.0
10-90%,7932,7935,1.8947806286936006e-16,0.9,1.0
10-90%,7893,7936,0.8000000000000003,0.5000000000000001,0.5
