cycle_idx,dod,sigma_bar,measured_discharge,expected_discharge,ratio_discharge,measured_charge,expected_charge,ratio_charge,pass
877,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
878,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
881,0.5111305127939606,0.6444347436030197,3.7030930140149962,3.9725257290933973,0.932175967268086,3.249119324807624,3.48552144540882,0.932175967268086,False
882,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
883,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
885,0.33069320230871485,0.734653398845643,3.7030930140149962,4.036960614583851,0.9172972856453613,3.249119324807624,3.5420570578945054,0.9172972856453613,False
886,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.2491193248076238,3.249119324807624,0.9999999999999999,True
887,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,True
888,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
890,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
891,0.2000000000000001,0.5,3.7030930140149962,2.8912103050338427,1.2808106721145802,3.249119324807624,2.536767842075695,1.2808106721145802,False
